epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,15121.6,0.62594,0.41595,1.08527,0.8812,0.86116,0.89792,0.66187,1.06194,0.58879,1.58363,0.001981,0.001981,0.001981
83,15298.4,0.61962,0.42236,1.08236,0.88104,0.86148,0.89613,0.66073,1.06287,0.59286,1.58746,0.001882,0.001882,0.001882
84,15473.6,0.60988,0.41406,1.07734,0.88909,0.85727,0.8968,0.66292,1.05963,0.59074,1.5866,0.001783,0.001783,0.001783
85,15650.6,0.60015,0.40025,1.06429,0.89599,0.85366,0.8995,0.66565,1.05714,0.59188,1.58644,0.001684,0.001684,0.001684
86,15827.4,0.59572,0.40219,1.06896,0.88722,0.85603,0.89941,0.66534,1.05858,0.59043,1.5896,0.001585,0.001585,0.001585
87,16002.4,0.58783,0.39834,1.06129,0.87675,0.87617,0.90026,0.66618,1.05618,0.59581,1.58846,0.001486,0.001486,0.001486
88,16178.9,0.58301,0.38979,1.05888,0.87533,0.8743,0.90021,0.66714,1.0581,0.59552,1.59217,0.001387,0.001387,0.001387
89,16355.9,0.57869,0.38871,1.05827,0.87738,0.86867,0.90031,0.66861,1.05704,0.59564,1.59348,0.001288,0.001288,0.001288
90,16532.8,0.57322,0.38345,1.05503,0.87772,0.86492,0.8989,0.66865,1.05623,0.59472,1.59566,0.001189,0.001189,0.001189
91,16710.1,0.49351,0.2867,1.00436,0.88671,0.86679,0.9023,0.67155,1.05261,0.58726,1.59297,0.00109,0.00109,0.00109
92,16887.3,0.46789,0.26765,0.98909,0.88693,0.86867,0.90149,0.67369,1.04917,0.58179,1.59258,0.000991,0.000991,0.000991
93,17064.3,0.45578,0.26466,0.98148,0.88868,0.86867,0.90162,0.67401,1.0473,0.58373,1.59317,0.000892,0.000892,0.000892
94,17240.5,0.4476,0.26061,0.97661,0.88519,0.86867,0.90152,0.67353,1.04394,0.58414,1.59218,0.000793,0.000793,0.000793
95,17415.3,0.4418,0.25998,0.97525,0.88347,0.86679,0.90201,0.67469,1.0422,0.58311,1.5925,0.000694,0.000694,0.000694
96,17592.5,0.43155,0.25265,0.96784,0.88314,0.86679,0.9024,0.67569,1.04159,0.58133,1.59672,0.000595,0.000595,0.000595
97,17769.4,0.42162,0.24715,0.9624,0.88154,0.86562,0.90346,0.67615,1.03919,0.57995,1.59658,0.000496,0.000496,0.000496
98,17945.5,0.41934,0.24607,0.95698,0.88082,0.86867,0.9023,0.67658,1.037,0.58138,1.59659,0.000397,0.000397,0.000397
99,18122.5,0.40958,0.24063,0.95375,0.88322,0.86304,0.90281,0.67863,1.03452,0.58327,1.59545,0.000298,0.000298,0.000298
100,18298.9,0.40625,0.23767,0.95143,0.88352,0.86807,0.90387,0.67953,1.03533,0.58406,1.59847,0.000199,0.000199,0.000199
